Hot_Inlet_Temp_C,Hot_Outlet_Temp_C,Cold_Inlet_Temp_C,Cold_Outlet_Temp_C,Hot_Mass_Flow_kg_s,Cold_Mass_Flow_kg_s,Overall_U_W_m2K,Plant_Power_Percent
325.2,292.1,225.7,278.3,15332.5,687.1,5163.0,98.3
316.1,292.0,217.5,269.9,15493.4,515.4,5155.0,71.6
314.8,293.0,215.9,268.4,15239.9,482.3,5148.0,65.6
316.8,290.6,218.5,271.8,15378.6,528.2,5201.0,75.3
315.1,290.1,216.9,269.4,15418.0,516.0,5187.0,72.0
309.0,290.1,212.2,265.6,15477.2,391.6,5164.0,55.3
319.9,292.5,221.3,272.7,15506.7,590.1,5170.0,82.0
310.9,289.9,214.0,267.1,15231.3,434.9,5141.0,60.8
319.0,290.7,220.2,272.9,15169.9,573.8,5234.0,81.0
319.9,292.2,221.4,273.3,15591.7,594.0,5070.0,82.5
310.8,291.4,213.0,266.1,15449.8,422.2,5150.0,57.6
309.3,291.1,211.5,264.6,15287.7,378.4,5145.0,53.1
322.2,291.8,223.1,276.2,15632.7,643.0,5181.0,89.0
316.9,292.0,218.3,271.5,15417.4,512.4,5097.0,73.0
308.6,290.7,212.6,264.6,15576.9,373.2,5051.0,52.9
325.6,291.7,226.8,279.0,15410.1,717.9,5145.0,99.7
308.7,290.9,212.1,264.9,15709.1,386.0,5150.0,52.9
320.9,291.4,221.5,274.1,15663.3,609.0,5209.0,84.8
326.2,292.4,225.8,278.1,15362.7,706.1,5070.0,99.2
312.5,291.3,214.5,267.3,15545.7,443.0,5190.0,62.0
311.2,291.8,213.0,266.6,15496.8,401.2,5249.0,57.1
309.6,290.5,212.2,266.0,15605.3,404.3,5111.0,56.1
314.3,292.5,215.5,268.3,15255.3,471.7,5064.0,65.2
310.6,291.4,212.5,265.1,15502.9,391.1,5107.0,55.1
320.8,292.2,221.8,273.7,15558.8,601.0,5127.0,84.6
310.0,292.2,211.9,264.4,15136.2,381.2,5153.0,53.1
316.3,291.4,218.9,271.4,15222.5,536.3,5094.0,75.5
325.7,291.8,226.2,277.9,15094.1,713.2,5200.0,99.8
322.3,291.7,223.4,275.7,15359.6,667.5,5065.0,90.7
319.4,291.6,220.0,273.5,15507.6,575.4,5033.0,80.8
313.0,290.2,216.3,269.0,15625.4,464.6,5174.0,65.3
319.6,292.4,220.6,273.0,15411.1,575.3,5004.0,81.2
318.2,292.4,219.0,271.6,15644.3,551.6,5106.0,76.4
316.0,292.3,217.1,271.0,15193.0,508.5,5271.0,71.3
310.5,291.0,214.0,266.3,15144.5,400.6,5113.0,56.5
323.5,291.7,224.3,276.7,15391.7,686.9,5057.0,94.3
315.7,291.7,217.7,270.0,15457.6,528.6,5109.0,72.5
312.1,292.1,214.0,267.1,15395.1,423.5,5108.0,59.7
315.0,292.0,216.8,269.8,15089.9,476.2,5117.0,68.4
315.4,291.5,217.7,269.8,15386.6,512.7,5141.0,70.7
322.7,291.3,224.5,276.1,15204.3,647.1,5055.0,91.4
320.2,291.3,222.5,274.5,15500.5,626.6,5190.0,86.7
321.3,291.2,222.4,275.1,15455.0,615.1,5117.0,88.5
309.2,292.2,210.8,263.4,15259.0,366.0,5139.0,50.6
314.9,290.4,217.4,270.0,15322.9,497.7,5070.0,70.8
316.8,291.4,219.2,271.4,15241.1,535.0,5165.0,74.1
308.8,292.1,210.5,264.2,15390.6,364.4,5087.0,51.0
312.0,290.7,215.3,267.9,15543.3,444.4,5112.0,63.0
321.8,292.5,222.8,274.7,15252.1,625.7,5050.0,88.0
310.9,291.7,213.2,266.3,15475.6,410.4,5046.0,56.9
317.6,291.1,219.1,271.7,15320.5,549.7,5129.0,76.8
313.3,293.0,213.8,266.9,15281.1,438.0,5071.0,60.8
307.4,290.1,211.2,264.9,15383.9,371.8,5050.0,50.6
312.9,292.1,214.8,268.0,15244.7,434.0,5059.0,62.1
325.5,292.1,226.5,277.8,15317.0,722.4,5125.0,98.8
322.8,291.9,223.4,275.8,15220.3,645.0,5057.0,90.1
325.5,292.4,225.6,278.0,15694.7,691.7,5082.0,98.0
316.4,291.9,217.8,271.4,15405.3,522.0,5087.0,74.4
310.1,291.5,212.8,265.1,15295.0,395.7,4989.0,55.5
316.9,290.8,219.5,272.4,15432.1,560.5,5010.0,77.4
316.5,292.2,217.5,270.4,15383.2,519.0,5099.0,72.7
323.3,292.2,223.8,276.0,15366.9,673.3,5045.0,92.2
310.1,291.6,212.1,266.6,15492.1,384.6,5133.0,54.9
317.3,291.8,217.8,271.3,15513.6,532.0,5127.0,74.4
310.9,291.5,212.8,266.2,15320.4,403.9,5114.0,57.5
313.9,291.8,215.4,267.9,15313.6,476.0,5168.0,66.2
320.8,291.2,222.2,275.2,15358.7,628.8,5071.0,86.9
316.2,291.7,218.0,270.4,15054.7,524.6,5107.0,73.8
315.4,292.1,216.0,269.1,15172.7,474.0,5044.0,68.8
315.8,292.0,217.8,269.7,15605.0,499.9,5194.0,69.7
316.2,291.8,218.5,271.3,15646.7,524.9,5170.0,73.0
322.2,291.9,222.8,275.7,15362.6,641.8,5070.0,89.3
323.6,291.9,224.9,276.8,15486.5,688.1,5088.0,94.6
325.8,292.6,226.0,277.9,15446.7,688.6,5135.0,97.8
322.5,292.3,223.6,275.1,15861.8,644.9,5058.0,89.3
314.6,292.6,215.4,268.7,15567.9,478.1,5032.0,65.8
319.9,291.5,222.0,274.0,15380.8,588.5,5107.0,84.4
315.7,290.8,217.4,270.8,15256.7,516.2,5066.0,71.9
312.7,291.2,214.2,268.2,15159.0,445.4,5070.0,62.7
323.5,292.6,224.3,276.3,15430.5,657.4,5018.0,92.0
308.6,291.0,211.9,264.6,15286.5,373.0,4973.0,51.9
323.8,291.5,226.0,277.3,15186.7,675.2,5069.0,95.1
316.7,291.6,217.5,270.7,15303.0,517.5,5101.0,73.1
319.8,291.8,221.1,272.8,15237.8,585.6,5044.0,81.9
319.4,290.8,221.0,273.4,15653.1,584.2,5126.0,83.0
324.8,292.7,225.2,276.9,15532.2,667.2,5017.0,94.8
320.0,292.2,220.2,273.6,15398.8,590.7,4999.0,81.8
319.1,291.6,219.9,272.8,15622.0,567.7,5047.0,80.7
309.2,291.2,211.5,264.7,15411.6,384.9,5045.0,53.3
317.6,292.1,218.9,271.6,15270.8,546.3,5086.0,75.9
310.3,291.5,212.9,266.4,15628.5,401.3,5008.0,57.5
321.3,291.5,222.6,274.7,15480.8,615.2,5114.0,86.9
316.1,290.9,219.2,271.8,15244.4,549.6,5143.0,75.6
320.7,292.6,221.7,274.3,15371.4,592.4,5041.0,84.0
308.0,290.1,212.1,264.6,15268.7,370.0,5104.0,52.1
310.3,292.0,212.3,265.2,15192.6,390.3,4988.0,54.2
320.7,291.6,221.5,274.0,15538.9,620.3,5093.0,85.8
309.2,291.1,212.4,265.5,15686.4,381.9,5091.0,53.6
309.0,291.3,211.6,265.8,15190.2,379.8,5080.0,53.6
308.1,291.2,211.3,264.2,15484.4,369.0,5035.0,50.6
325.9,293.0,226.4,277.7,15302.4,716.5,4887.0,97.8
320.0,290.5,222.5,275.3,15326.9,629.7,5001.0,86.9
315.0,291.7,215.7,269.4,15311.1,484.4,5001.0,67.7
313.5,291.5,215.1,268.6,15270.4,458.3,4982.0,64.8
313.7,291.2,216.8,268.7,15407.3,476.9,5036.0,67.5
321.4,291.0,222.9,275.5,15275.4,639.1,5008.0,88.7
320.7,292.3,221.2,273.2,15440.6,597.4,4986.0,83.1
310.9,290.9,214.0,266.4,15392.5,432.0,4973.0,59.3
310.6,290.4,213.8,266.5,15364.2,423.6,4989.0,58.7
310.3,291.5,212.4,265.4,15263.9,384.4,5080.0,54.9
320.1,291.9,221.1,273.5,15313.5,602.3,4990.0,83.0
321.3,291.1,222.7,274.5,15513.3,622.0,4996.0,88.2
312.9,291.2,215.3,268.3,15475.1,449.8,4997.0,63.3
307.9,290.8,211.3,264.9,15253.4,366.3,5036.0,51.0
310.0,291.3,211.9,264.6,15414.9,397.7,5041.0,54.1
326.0,292.2,226.4,278.3,15512.7,734.1,4864.0,98.4
313.6,291.5,215.4,268.1,15149.6,467.1,5066.0,64.8
322.0,292.3,222.5,275.5,15481.5,630.9,5086.0,88.5
320.1,292.6,220.3,273.0,15300.6,585.2,4960.0,81.2
314.9,291.4,216.4,269.6,15485.6,500.2,4963.0,69.1
311.1,290.7,213.9,267.0,15285.5,429.1,4988.0,60.3
310.4,290.9,213.2,266.4,15129.3,411.0,4972.0,56.1
320.1,293.0,220.1,272.4,15155.9,579.2,5019.0,80.8
321.4,291.6,223.0,275.4,15407.2,638.8,4910.0,88.7
319.4,291.5,220.6,273.8,15439.0,593.2,4950.0,82.2
317.8,292.2,219.0,272.0,15264.4,550.3,5082.0,76.5
308.7,290.8,210.8,265.7,15495.8,376.9,4957.0,52.1
324.9,292.0,225.9,277.7,15150.8,697.7,5064.0,98.4
322.9,292.6,223.3,275.9,15390.1,638.0,5019.0,89.9
314.4,292.5,215.6,268.3,15218.3,455.1,4909.0,64.6
325.7,292.3,226.3,278.6,15302.2,712.2,5030.0,99.0
318.4,291.3,219.8,272.7,15407.1,578.9,4991.0,80.1
317.7,291.3,220.4,272.3,15270.9,569.3,4973.0,79.1
321.6,291.7,222.6,275.3,15342.3,639.6,5007.0,87.4
323.2,292.3,223.6,275.5,15550.9,647.7,5017.0,90.6
320.1,292.4,221.1,273.0,15313.5,597.7,5028.0,82.8
310.3,291.1,212.6,265.8,15525.4,397.1,5050.0,56.4
313.8,291.4,216.2,269.3,15230.5,475.8,5011.0,66.9
324.2,292.1,225.6,277.9,15479.5,696.0,4920.0,96.4
312.5,291.6,213.6,267.4,15616.2,443.0,4964.0,61.2
315.2,292.2,216.4,270.0,15029.3,488.5,5134.0,68.6
315.0,290.5,217.5,269.8,15280.5,511.5,5022.0,71.6
316.7,292.6,217.8,270.3,15486.6,503.7,5103.0,72.0
319.3,292.1,220.9,272.8,15369.5,573.7,5053.0,80.6
325.7,293.0,225.3,277.5,15455.7,703.3,4994.0,97.2
311.7,290.5,214.3,267.7,15309.4,447.1,4996.0,62.0
309.5,290.1,212.5,266.2,15413.0,403.7,4978.0,56.1
311.5,291.4,213.5,266.8,15376.6,428.4,4891.0,59.9
324.2,291.7,224.6,276.8,15575.2,674.6,4978.0,94.3
320.5,292.6,221.2,273.4,15438.2,582.9,5036.0,82.3
313.5,292.0,214.8,267.9,15450.6,464.2,4945.0,64.3
322.6,291.9,223.8,275.7,15338.2,653.0,4994.0,90.8
323.0,292.1,223.6,276.4,15326.9,670.0,5015.0,93.1
323.9,293.0,223.9,276.2,15335.1,655.3,4925.0,92.3
324.1,291.4,225.1,277.3,15459.2,665.4,4947.0,95.9
313.4,292.2,215.4,267.8,15336.9,454.5,4918.0,62.6
321.4,291.8,222.5,274.7,15443.5,623.2,4926.0,87.8
317.1,291.9,217.1,271.2,15711.3,515.8,4902.0,73.0
323.5,292.1,223.2,275.7,15530.7,664.9,4920.0,92.1
321.0,291.7,222.2,274.3,15351.1,614.5,5035.0,86.4
321.7,291.1,223.2,276.3,15580.2,644.5,4917.0,88.8
319.6,291.7,221.2,273.1,15338.8,597.2,4968.0,82.8
311.4,291.4,213.6,266.2,15094.3,425.0,4935.0,58.9
317.8,291.2,219.8,272.2,15248.8,541.8,5018.0,77.3
325.4,292.0,226.0,277.4,15119.4,721.5,5023.0,99.2
324.8,292.3,225.9,277.4,15347.3,695.1,5000.0,96.9
308.8,291.3,210.8,265.7,15402.8,371.0,4971.0,52.2
309.9,290.1,213.0,265.9,15651.5,417.3,4943.0,58.2
310.6,291.7,212.1,265.3,15449.0,394.5,4893.0,56.6
320.6,291.6,222.1,273.9,15367.1,620.6,5049.0,86.3
322.1,291.5,223.6,276.2,15524.4,640.5,4913.0,90.9
311.0,290.2,214.2,267.7,15068.3,425.6,4982.0,60.7
316.2,290.8,218.7,271.2,15435.3,526.9,5001.0,75.3
322.5,291.7,223.6,276.4,15515.6,668.3,4919.0,92.0
320.8,291.4,222.2,275.2,15178.2,614.0,4998.0,86.6
318.7,293.3,218.7,272.6,15571.6,563.2,4983.0,77.1
318.4,291.3,220.6,272.5,15450.8,564.3,5030.0,79.5
317.2,291.8,218.6,270.5,15337.7,526.4,4919.0,75.4
313.6,291.4,215.2,268.1,15494.9,456.6,4877.0,64.9
318.2,291.9,220.3,272.1,15740.6,569.2,4914.0,78.3
320.4,291.3,221.1,273.9,15427.3,602.5,4949.0,84.4
323.1,291.3,224.1,276.5,15437.2,664.6,4940.0,93.7
320.2,292.2,220.3,273.7,15331.1,586.3,4916.0,81.8
322.6,292.9,222.7,275.5,15272.5,634.0,4839.0,88.1
310.0,290.7,213.4,266.4,15524.6,421.2,4957.0,58.0
315.8,291.3,218.3,271.2,15271.6,533.1,5031.0,73.1
308.0,290.3,211.9,264.5,15410.7,359.0,4955.0,50.5
312.0,291.5,213.7,267.7,15328.4,437.4,4961.0,62.3
321.3,292.2,222.4,274.9,15471.8,613.6,4958.0,86.3
325.5,291.6,226.1,278.3,15450.0,714.7,4948.0,99.6
310.9,292.3,212.1,266.4,15555.6,387.7,4973.0,55.0
315.8,292.2,216.8,269.3,15323.5,494.3,4945.0,70.1
322.5,291.9,223.0,275.4,15359.5,646.6,4908.0,90.0
312.2,291.9,214.6,267.0,15253.2,430.1,4883.0,60.2
318.5,292.1,219.8,272.3,15333.4,556.2,4909.0,77.8
320.9,291.5,222.3,275.1,15456.6,613.0,4936.0,86.7
318.7,291.2,221.0,272.9,15513.5,575.9,4903.0,80.8
311.4,290.9,213.1,266.3,15261.7,419.2,4934.0,59.4
314.8,292.0,215.8,269.6,15530.4,490.6,4939.0,67.8
322.2,292.2,222.2,275.6,15603.3,646.9,4957.0,89.2
317.2,291.1,219.2,271.3,15462.0,541.3,4979.0,77.7
307.7,291.0,210.9,264.3,15681.5,354.7,4917.0,50.3
321.7,292.0,222.8,274.4,15283.9,616.4,4847.0,88.0
308.6,290.9,211.4,264.4,15213.3,366.8,4894.0,51.8
322.4,293.2,221.9,274.4,15133.2,623.4,4912.0,87.3
311.0,290.2,214.3,267.4,15624.4,421.2,4817.0,60.1
325.5,292.1,225.9,277.9,15498.2,691.0,4977.0,97.9
315.4,292.0,216.8,268.9,15391.7,482.2,4913.0,68.4
315.0,292.9,215.1,269.2,15442.0,475.8,4924.0,66.3
310.5,291.3,213.2,265.7,15231.2,411.1,4972.0,57.4
313.7,291.8,215.1,268.7,15766.9,462.0,4871.0,65.3
324.1,292.7,224.4,276.3,15419.4,672.6,4930.0,93.8
326.0,292.0,226.7,278.2,15416.4,708.2,4895.0,99.8
314.6,291.6,216.6,269.6,15508.9,487.3,4890.0,68.4
316.3,291.8,217.5,270.8,15472.2,530.0,4859.0,72.4
319.7,290.9,222.1,275.0,15433.6,627.2,4980.0,86.1
324.3,292.4,224.1,276.8,15281.4,662.1,4876.0,94.3
318.7,291.7,220.6,272.7,15470.7,576.1,4929.0,79.7
314.9,291.6,216.8,269.6,15682.3,503.1,4799.0,69.6
316.5,292.8,217.7,270.1,15601.8,496.9,4951.0,70.6
320.2,291.3,221.5,274.3,15639.0,613.1,4943.0,84.8
307.9,290.9,210.6,264.2,15323.3,366.4,4894.0,50.2
320.1,292.5,220.2,272.3,15251.6,569.9,4877.0,81.0
314.0,290.3,216.7,269.4,15381.1,478.4,4907.0,67.8
322.0,291.8,223.0,275.6,15408.4,650.6,5000.0,89.7
309.6,291.3,212.5,265.2,15564.1,392.2,4796.0,54.6
319.0,292.2,219.9,272.0,15146.1,572.2,4922.0,79.4
316.8,291.1,217.5,271.6,15629.4,532.0,4836.0,74.0
318.9,291.1,220.6,273.5,15376.3,590.3,4880.0,82.1
308.9,290.2,211.3,265.0,15336.0,373.6,4867.0,53.2
318.1,291.8,219.9,272.0,15248.2,573.1,4857.0,79.0
318.1,291.4,219.1,271.8,15151.8,567.4,4877.0,78.1
318.3,292.3,220.0,272.7,15523.5,556.1,4819.0,78.0
319.1,292.3,220.2,272.8,15411.0,572.9,4926.0,80.2
319.3,290.7,221.3,273.6,15206.5,586.5,4784.0,83.8
323.0,292.2,223.7,275.8,15205.7,649.9,4899.0,90.2
313.0,291.6,215.4,267.7,15349.6,457.6,4855.0,63.5
323.5,292.4,223.7,276.5,15650.4,651.9,4811.0,91.3
317.2,291.9,218.3,271.8,15361.1,544.0,4879.0,74.9
309.9,291.6,211.3,265.1,15174.5,383.2,4790.0,53.9
309.3,290.9,211.4,264.8,15363.1,381.4,4868.0,52.9
314.7,291.5,215.8,267.9,15359.1,470.2,4794.0,66.7
322.4,292.3,223.2,274.8,14995.5,637.9,4887.0,89.2
320.7,291.7,221.8,273.7,15391.9,609.0,4817.0,85.4
323.3,292.9,223.4,275.5,15365.4,641.4,4839.0,89.4
317.8,292.3,218.7,271.4,15504.4,539.6,4875.0,75.9
316.2,292.2,217.7,269.9,15677.3,513.9,4821.0,72.0
310.0,290.5,213.5,266.2,15569.0,415.0,4855.0,57.4
313.3,290.7,216.1,269.1,15359.7,471.9,4781.0,66.4
316.0,291.9,217.6,270.6,15234.0,501.1,4887.0,71.7
309.7,290.9,211.9,264.7,15786.0,398.7,4943.0,54.4
311.7,291.1,214.0,267.3,15408.9,444.8,4993.0,61.0
318.8,292.0,219.8,272.1,15402.1,561.0,4857.0,79.9
322.0,292.9,222.1,275.0,15396.4,626.5,4890.0,86.8
326.3,292.0,226.8,278.7,15429.7,709.4,4761.0,99.9
324.2,291.3,225.4,277.1,15378.3,693.6,4924.0,96.7
319.5,291.5,220.3,273.0,15314.0,589.6,4886.0,82.1
315.2,291.2,218.1,270.0,15318.0,506.4,4822.0,71.1
319.3,291.8,220.9,272.3,15395.1,578.5,4907.0,81.8
321.9,292.2,222.6,275.5,15318.5,632.2,4831.0,89.3
309.9,290.8,212.4,265.8,15293.1,394.7,4820.0,55.9
314.8,290.8,217.3,270.4,15416.0,498.2,4865.0,70.5
323.1,292.3,224.7,275.7,15361.8,657.1,4787.0,92.0
314.6,291.3,216.4,269.4,15625.6,489.8,4890.0,69.2
316.8,290.6,220.1,271.7,15002.4,567.3,4785.0,78.6
319.6,292.9,220.6,272.1,15563.7,579.4,4784.0,79.4
311.9,291.5,213.4,266.3,15586.9,420.0,4790.0,59.2
314.3,290.9,216.3,269.7,15089.0,488.6,4872.0,68.1
314.0,291.0,215.6,268.7,15348.6,480.4,4802.0,66.7
307.9,290.7,211.1,264.6,15344.3,369.3,4764.0,51.3
309.3,292.3,211.1,264.4,15188.9,366.5,4800.0,51.2
323.9,293.5,224.1,275.5,15283.3,661.6,4828.0,91.6
313.0,291.7,215.5,268.0,15233.4,458.2,4769.0,63.7
317.8,292.5,218.6,271.8,15662.8,533.3,4769.0,75.9
313.5,291.3,214.7,268.0,15540.4,469.9,4931.0,64.9
324.3,291.1,225.6,277.9,15590.7,702.4,4781.0,97.0
312.5,291.4,215.0,267.5,15508.3,445.4,4807.0,63.0
315.8,291.8,217.6,270.1,15230.6,511.4,4804.0,71.5
323.5,291.9,224.4,276.8,15321.3,675.9,4800.0,93.6
323.0,292.0,224.1,275.9,15473.4,656.6,4851.0,92.1
311.3,291.4,214.3,266.9,15216.7,430.4,4866.0,59.3
322.4,292.3,223.5,275.5,15506.9,665.8,4802.0,90.1
316.3,292.0,217.8,270.8,15364.0,515.6,4754.0,72.9
316.2,291.3,218.2,270.1,15343.8,519.9,4878.0,74.1
310.0,291.1,212.8,265.4,15506.6,406.9,4809.0,56.7
308.8,290.7,212.7,265.6,15466.6,390.2,4899.0,54.0
321.6,292.3,222.1,275.0,15345.9,615.7,4699.0,86.4
315.9,290.8,218.6,270.9,15573.9,545.9,4820.0,74.8
316.4,291.7,217.4,270.3,15237.8,504.1,4905.0,71.8
321.8,292.9,222.7,274.7,15492.4,624.3,4790.0,86.5
321.6,291.4,223.6,275.3,15489.0,625.8,4795.0,88.3
309.6,290.1,213.4,265.6,15353.6,424.3,4820.0,57.9
318.8,291.3,220.4,272.5,15448.9,591.7,4776.0,80.5
310.4,291.4,212.9,266.0,15212.3,401.5,4787.0,56.8
321.0,291.4,221.6,275.2,15538.6,621.3,4785.0,87.6
319.6,291.1,221.4,274.5,15372.3,599.5,4769.0,82.8
326.0,293.0,225.9,277.7,15321.6,695.7,4861.0,97.8
309.6,291.3,212.0,264.6,15557.4,381.9,4821.0,53.4
308.6,291.0,211.4,265.2,15294.3,378.0,4809.0,52.9
312.3,290.6,215.0,268.7,15188.7,446.1,4836.0,64.1
312.5,291.3,214.7,268.0,15166.5,451.0,4781.0,63.1
312.3,291.0,215.0,267.3,15490.9,441.5,4754.0,62.3
324.6,292.2,224.9,277.5,15207.9,676.8,4762.0,95.3
312.2,291.0,215.5,268.0,15663.2,455.7,4791.0,62.5
313.2,291.9,215.2,267.7,15087.7,446.7,4737.0,63.6
322.6,293.4,222.2,275.1,15654.5,636.1,4763.0,88.0
316.5,291.8,217.8,271.0,15431.7,516.3,4761.0,72.5
322.0,292.3,222.7,275.7,15385.5,632.7,4892.0,88.8
309.1,290.4,210.9,265.1,15318.3,385.1,4646.0,53.3
316.6,291.1,219.1,271.0,15459.9,534.3,4775.0,74.4
309.2,291.4,211.6,265.2,15394.4,372.5,4869.0,51.7
308.8,290.4,212.0,264.6,15565.5,385.0,4787.0,53.1
324.3,291.6,225.1,277.2,15417.1,678.4,4818.0,95.3
310.5,291.4,212.4,265.6,15422.5,403.8,4784.0,57.0
317.3,291.4,218.9,272.2,15345.5,539.5,4744.0,76.6
314.7,291.0,217.6,269.9,15391.5,498.6,4664.0,70.6
314.4,291.9,215.8,269.6,15446.2,501.5,4785.0,67.4
324.2,292.1,223.9,277.2,15143.5,691.0,4735.0,95.0
308.6,291.6,211.0,264.0,15197.8,358.4,4733.0,51.1
319.7,291.5,221.1,274.2,15511.5,583.8,4747.0,83.2
326.0,292.4,226.0,278.5,15425.6,706.6,4858.0,98.2
317.6,291.6,219.9,272.5,15372.4,562.0,4889.0,78.0
325.7,292.8,225.8,277.2,15402.8,697.7,4779.0,96.8
308.1,290.0,211.7,264.8,15452.1,374.8,4743.0,52.6
315.8,291.7,217.8,270.2,15319.0,506.3,4707.0,70.9
312.9,291.4,214.2,267.6,15283.3,452.6,4788.0,63.0
320.8,291.4,222.5,275.3,15429.4,619.5,4852.0,86.5
325.9,292.5,226.5,278.2,15253.2,686.3,4750.0,99.1
313.3,292.1,214.3,266.8,15461.2,447.8,4642.0,62.8
318.7,290.4,220.5,273.6,15144.6,584.3,4793.0,82.7
311.8,291.4,213.6,266.9,15554.4,429.4,4808.0,59.9
316.9,290.8,219.4,272.2,15470.9,583.0,4678.0,78.3
315.9,291.3,218.4,270.6,15438.4,526.0,4765.0,73.2
326.3,293.6,225.8,278.3,15547.4,701.9,4777.0,98.6
318.7,291.8,220.0,273.3,15649.8,582.5,4750.0,80.4
313.7,291.2,216.0,269.3,15552.2,485.7,4713.0,67.5
310.0,290.7,213.0,265.7,15123.9,400.6,4802.0,55.7
311.8,292.5,213.1,266.3,15208.1,415.1,4730.0,57.6
311.1,290.4,214.2,267.4,15306.3,450.7,4674.0,61.3
312.0,290.7,214.7,267.4,15403.9,440.1,4645.0,62.5
324.1,292.8,224.7,276.5,15477.6,666.0,4809.0,92.5
319.0,292.9,219.3,272.4,15291.1,550.9,4776.0,78.1
317.4,291.8,219.5,272.2,15428.0,548.8,4748.0,76.2
309.4,290.3,212.6,266.3,15286.7,393.4,4721.0,55.7
324.5,293.3,224.2,276.1,15308.3,661.1,4715.0,93.0
321.8,292.5,223.1,274.8,15189.0,613.4,4687.0,86.1
309.6,291.6,211.4,264.8,15261.5,386.9,4718.0,53.4
320.3,291.4,221.8,274.5,15197.2,618.4,4632.0,85.4
317.8,291.6,218.8,271.7,15253.6,542.2,4700.0,77.2
309.4,291.3,212.4,265.0,15558.0,387.0,4720.0,54.1
316.4,291.5,218.6,270.8,15257.6,516.2,4765.0,72.9
317.5,292.9,219.1,270.0,15794.9,521.4,4731.0,74.2
311.4,291.2,213.9,265.9,15474.0,415.5,4772.0,58.3
324.5,291.4,225.6,277.6,15427.7,692.6,4798.0,97.3
324.0,292.8,224.0,276.3,15271.2,683.8,4782.0,92.5
320.2,292.2,220.6,273.6,15505.0,600.3,4752.0,83.5
316.7,291.9,218.8,270.1,15313.7,512.7,4728.0,73.1
316.1,292.3,217.4,269.7,15418.3,500.7,4677.0,70.6
319.2,291.4,220.8,273.6,15784.0,598.7,4762.0,82.5
317.8,291.6,219.9,272.2,15385.6,568.6,4807.0,77.3
308.9,291.3,211.3,265.1,15572.4,371.3,4739.0,53.1
316.4,291.1,219.0,271.9,15294.5,526.5,4817.0,75.6
322.7,292.4,223.4,275.8,15394.8,662.7,4644.0,90.3
317.5,292.6,218.2,270.4,15665.6,524.5,4661.0,73.0
308.0,290.2,211.5,264.8,15306.0,371.5,4760.0,52.6
322.1,291.9,222.6,274.8,15671.9,643.4,4729.0,89.3
311.9,291.3,214.0,267.0,15506.2,413.7,4781.0,60.1
312.7,291.6,215.2,268.3,15315.6,450.0,4713.0,62.9
310.9,291.1,213.3,266.8,15494.9,418.3,4669.0,58.2
313.3,291.0,216.3,269.4,15545.9,481.7,4701.0,66.5
321.7,291.7,222.3,274.8,15493.3,619.1,4634.0,87.8
317.0,291.8,218.9,272.1,15164.5,543.8,4653.0,76.0
310.6,290.0,213.7,267.0,15290.9,425.2,4756.0,60.2
324.4,292.7,224.9,277.3,15362.9,673.7,4750.0,93.9
324.3,292.8,224.6,276.7,15388.8,663.5,4724.0,94.0
323.7,291.9,224.7,276.8,15493.1,664.9,4618.0,93.5
312.4,291.7,214.9,268.2,15426.7,436.7,4685.0,61.9
316.7,291.8,218.1,270.5,15199.7,523.5,4641.0,72.6
325.8,292.7,226.4,278.3,15457.0,718.2,4759.0,99.2
322.3,292.4,222.5,275.7,15491.6,631.4,4670.0,88.6
308.3,290.8,211.2,264.5,15484.0,367.4,4644.0,51.4
309.8,291.7,211.6,264.6,15562.1,373.1,4699.0,53.3
316.5,292.0,217.9,271.6,15525.1,521.2,4664.0,73.2
324.5,292.0,224.9,276.9,15468.9,682.1,4769.0,95.5
317.1,290.8,218.8,271.9,15389.5,570.2,4657.0,76.9
317.1,291.7,217.8,271.7,15150.9,527.1,4622.0,74.9
309.5,290.4,212.1,265.5,15464.4,403.3,4583.0,55.3
319.5,292.0,221.2,273.1,15431.2,600.6,4688.0,82.8
322.4,291.4,223.2,276.0,15440.7,654.0,4661.0,91.1
314.3,291.2,216.7,268.9,15208.5,505.6,4616.0,69.0
323.0,293.1,223.7,275.1,15237.8,638.1,4746.0,88.8
326.0,292.5,226.3,278.0,15558.0,706.1,4718.0,98.2
312.6,292.3,214.6,267.0,15394.1,430.0,4682.0,60.2
316.8,291.3,219.1,271.0,15502.2,553.9,4751.0,76.2
313.2,291.4,215.7,268.9,15404.2,467.2,4715.0,64.4
321.6,291.7,222.9,275.5,15404.5,635.3,4639.0,89.6
318.0,291.7,219.6,273.0,15540.7,553.6,4627.0,78.9
319.0,291.6,219.6,273.1,15322.6,582.7,4719.0,81.7
323.0,292.5,223.8,275.2,15414.4,635.6,4696.0,89.9
314.9,291.0,217.6,269.9,15330.7,498.6,4684.0,69.8
325.0,292.5,224.9,277.1,15334.8,696.5,4632.0,95.8
317.9,292.0,219.0,271.3,15353.6,544.6,4703.0,76.7
312.0,292.6,212.9,267.0,15433.3,413.7,4634.0,57.9
319.8,290.5,221.9,273.8,15328.2,606.8,4666.0,84.8
322.9,292.6,223.7,274.7,15588.4,648.7,4742.0,89.7
314.3,292.1,215.0,269.2,15265.8,455.9,4635.0,65.8
322.9,291.5,224.4,276.2,15372.0,658.3,4588.0,92.9
324.8,293.0,224.9,276.8,15334.0,683.5,4613.0,95.3
